year,rank,restaurant,location,country,lat,lng,Cuisine,Description
2009,28,Gambero Rosso,Vernazza,Italy,44.1353502,9.6827957,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Vernazza, Italy."
2009,29,Oud Sluis,Sluis,Netherlands,51.3086558,3.3879195,Modern Dutch / European,"A distinguished restaurant offering modern dutch / european cuisine, known for its quality and culinary creativity in Sluis, Netherlands."
2009,30,Steirereck,Vienna,Austria,48.2080695,16.3713095,Modern Austrian,A Vienna institution blending traditional Austrian dishes with contemporary creativity and regional ingredients.
2009,31,Momofuku Ssäm Bar,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2009,32,Oaxen Krog,Stockholm,Sweden,59.3293234,18.0685808,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Stockholm, Sweden."
2009,33,Martin Berasategui,Lasarte-Oria,Spain,43.2684377,-2.0178149,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Lasarte-Oria, Spain."
2009,34,Nobu,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2009,35,Mirazur,Menton,France,43.774481,7.49754,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Menton, France."
2009,36,Hakkasan,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2009,37,Le Quartier Français,Franschhoek,South Africa,-33.9127211,19.1212795,South African / Fusion,"A distinguished restaurant offering south african / fusion cuisine, known for its quality and culinary creativity in Franschhoek, South Africa."
2009,38,La Colombe,Cape Town,South Africa,-33.922087,18.4231418,South African / Fusion,"A distinguished restaurant offering south african / fusion cuisine, known for its quality and culinary creativity in Cape Town, South Africa."
2009,39,Asador Etxebarri,Axpe,Spain,43.1159431,-2.5981535,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Axpe, Spain."
2009,40,Le Chateaubriand,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2009,41,Daniel,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2009,42,Combal Zero,Rivoli,Italy,45.0704608,7.5198702,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rivoli, Italy."
2009,43,Le Louis XV,Monaco,Monaco,43.7384176,7.42461579,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Monaco, Monaco."
2009,44,Tantris,München,Germany,48.1351253,11.5819806,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in München, Germany."
2009,45,Iggy's,Singapore,Singapore,1.352083,103.819836,Modern Asian / Fusion,"A distinguished restaurant offering modern asian / fusion cuisine, known for its quality and culinary creativity in Singapore, Singapore."
2009,46,Quay,Sydney,Australia,-33.8688197,151.2092955,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Sydney, Australia."
2009,47,Les Ambassadeurs,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2009,48,Dal Pescatore,Canneto sull'Oglio,Italy,45.1515537,10.3828899,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Canneto sull'Oglio, Italy."
2009,49,Le Calandre,Rubano,Italy,45.4262382,11.7937858,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rubano, Italy."
2009,50,Mathias Dhalgren,Stockholm,Sweden,59.3293234,18.0685808,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Stockholm, Sweden."
2010,1,Noma,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"Noma redefined modern Scandinavian cuisine with foraged ingredients, seasonal menus, and innovative techniques in Copenhagen."
2010,2,El Bulli,Roses,Spain,42.2639489,3.1795528,Modernist / Molecular Gastronomy,"Pioneering molecular gastronomy, El Bulli was famed for its innovative techniques and multi-sensory dining experience led by chef Ferran Adrià."
2010,3,The Fat Duck,Bray,United Kingdom,51.5077255,-0.7005884,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in Bray, United Kingdom."
2010,4,El Celler de Can Roca,Girona,Spain,41.9794005,2.8214264,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Girona, Spain."
2010,5,Mugaritz,San Sebastian,Spain,43.318237,-1.9817051,Modernist / Spanish,Mugaritz offers a conceptual and avant-garde dining journey rooted in Spanish tradition and innovation.
2010,6,Osteria Francescana,Modena,Italy,44.647128,10.9252269,Italian / Modernist,Chef Massimo Bottura's avant-garde take on Italian classics makes Osteria Francescana a standout in Modena’s dining scene.
2010,7,Alinea,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2010,8,Daniel,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2010,9,Arzak,San Sebastian,Spain,43.318237,-1.9817051,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in San Sebastian, Spain."
2010,10,Per Se,New York,United States,40.7127753,-74.0059728,French / Contemporary American,"Per Se, a New York culinary landmark by Thomas Keller, offers refined tasting menus with exceptional precision and luxury."
2010,11,Le Chateaubriand,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2010,12,La Colombe,Cape Town,South Africa,-33.922087,18.4231418,South African / Fusion,"A distinguished restaurant offering south african / fusion cuisine, known for its quality and culinary creativity in Cape Town, South Africa."
2010,13,Pierre Gagnaire,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2010,14,L'Hotel de Ville - Philippe Rochat,Crissier,Switzerland,46.5518687,6.5743458,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Crissier, Switzerland."
2010,15,Le Bernardin,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2010,16,L'Astrance,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2010,17,Hof van Cleve,Kruishoutem,Belgium,50.9044989,3.5281414,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Kruishoutem, Belgium."
2010,18,D.O.M.,Sao Paulo,Brazil,-23.5557714,-46.6395571,Brazilian / Amazonian,Chef Alex Atala’s D.O.M. highlights Amazonian ingredients and Brazilian biodiversity in fine-dining form.
2010,19,Oud Sluis,Sluis,Netherlands,51.3086558,3.3879195,Modern Dutch / European,"A distinguished restaurant offering modern dutch / european cuisine, known for its quality and culinary creativity in Sluis, Netherlands."
2010,20,Le Calandre,Rubano,Italy,45.4262382,11.7937858,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rubano, Italy."
2010,21,Steirereck,Vienna,Austria,48.2080695,16.3713095,Modern Austrian,A Vienna institution blending traditional Austrian dishes with contemporary creativity and regional ingredients.
2010,22,Vendôme,Bergisch Gladbach,Germany,50.9896478,7.1229789,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Bergisch Gladbach, Germany."
2010,23,Chez Dominique,Helsinki,Finland,60.1698556,24.938379,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Helsinki, Finland."
2010,24,Narisawa,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2010,25,Mathias Dhalgren,Stockholm,Sweden,59.3293234,18.0685808,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Stockholm, Sweden."
2010,26,Momofuku Ssäm Bar,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2010,27,Quay,Sydney,Australia,-33.8688197,151.2092955,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Sydney, Australia."
2010,28,Iggy's,Singapore,Singapore,1.352083,103.819836,Modern Asian / Fusion,"A distinguished restaurant offering modern asian / fusion cuisine, known for its quality and culinary creativity in Singapore, Singapore."
2010,29,L'Atelier Saint Germain De Joël Robuchon,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
